التاريخ,المسلسل,رقم الإذن,رقم الشيك,البيان,حساب مدين,حساب دائن,المبلغ,مرحّل
2022-02-28,427,,,اللجنه النقابية بشركة سيجوارت المعصرة,بنك مصر,إيرادات من الجان الشركات والهيئات,2659.2,
2022-02-28,428,,,اللجنه النقابية بشركة النيل العامه لانشاء الطرق,بنك مصر,إيرادات من الجان الشركات والهيئات,13476,
2022-02-28,429,,,اللجنه النقابية بشركة النيل العامه لانشاء الطرق,بنك مصر,إيرادات من الجان الشركات والهيئات,13488,
2022-02-28,430,,,اللجنه النقابية بشركة النيل العامه لانشاء الطرق,بنك مصر,إيرادات من الجان الشركات والهيئات,13431,
2022-02-28,431,,,اللجنه النقابية بشركة الهيئة العامه للطرق والكبارى - القاهرة,بنك مصر,إيرادات من الجان الشركات والهيئات,77,
2022-02-28,432,,,اللجنه النقابية بشركة الهيئة العامه للطرق والكبارى - القاهرة,بنك مصر,إيرادات من الجان الشركات والهيئات,1133.8,
2022-02-28,433,,,اللجنه النقابية بشركة مدينة نصر للاسكان والتعمير,بنك مصر,إيرادات من الجان الشركات والهيئات,318.6,
2022-02-28,434,,,اللجنه النقابية بشركة سيجوارت شبرا الخيمة,بنك مصر,إيرادات من الجان الشركات والهيئات,2451,
2022-02-28,435,,,اللجنه النقابية بشركة طرق وكبارى القليوبية,بنك مصر,إيرادات من الجان الشركات والهيئات,183,
2022-02-28,436,,,اللجنه النقابية بشركة طرق ونقل طنطا,بنك مصر,إيرادات من الجان الشركات والهيئات,336.3,
2022-02-28,437,,,اللجنه النقابية بشركة طرق ونقل الغربية,بنك مصر,إيرادات من الجان الشركات والهيئات,222.9,
2022-02-28,438,,,اللجنه النقابية بشركة طرق ونقل الغربية,بنك مصر,إيرادات من الجان الشركات والهيئات,209.4,
2022-02-28,439,,,اللجنه النقابية بشركة طرق ونقل دمنهور - بحيرة,بنك مصر,إيرادات من الجان الشركات والهيئات,746.7,
2022-02-28,440,,,اللجنه النقابية بشركةالاسكندرية للحراريات - اسكندرية,بنك مصر,إيرادات من الجان الشركات والهيئات,388.8,
2022-02-06,441,,,اللجنه النقابية بشركةالاسكندرية للحراريات - اسكندرية,بنك مصر,إيرادات من الجان الشركات والهيئات,386.1,
2022-02-28,442,,,اللجنه النقابية بشركةطرق ونقل الشرقيه,بنك مصر,إيرادات من الجان الشركات والهيئات,2102,
2022-02-28,443,,,اللجنه النقابية بشركةطرق ونقل الشرقيه,بنك مصر,إيرادات من الجان الشركات والهيئات,2093,
2022-02-28,444,,,اللجنه النقابية بشركةطرق ونقل الشرقيه,بنك مصر,إيرادات من الجان الشركات والهيئات,663,
2022-02-28,445,,,اللجنه النقابية بشركةطرق ونقل الزقازيق,بنك مصر,إيرادات من الجان الشركات والهيئات,509,
2022-02-28,446,,,اللجنه النقابية بشركةطرق ونقل الزقازيق,بنك مصر,إيرادات من الجان الشركات والهيئات,46,
2022-02-28,447,,,اللجنه النقابية بشركةطرق ونقل الزقازيق,بنك مصر,إيرادات من الجان الشركات والهيئات,501,
2022-02-28,448,,,اللجنه النقابية بشركةطرق ونقل الزقازيق,بنك مصر,إيرادات من الجان الشركات والهيئات,45,
2022-02-28,449,,,اللجنه النقابية طرق وكبارى جنوب سيناء,بنك مصر,إيرادات من الجان الشركات والهيئات,132,
2022-02-28,450,,,اللجنه النقابية طرق وكبارى جنوب سيناء,بنك مصر,إيرادات من الجان الشركات والهيئات,134.7,
2022-02-28,451,,,اللجنه النقابية طرق وكبارى الاسماعيلية,بنك مصر,إيرادات من الجان الشركات والهيئات,700.8,
2022-02-28,452,,,اللجنه النقابية بشركة أسمنت أسيوط,بنك مصر,إيرادات من الجان الشركات والهيئات,721.8,
2022-02-28,453,,,اللجنه النقابية بشركة طرق وكبارى قنا,بنك مصر,إيرادات من الجان الشركات والهيئات,830.4,
2022-02-28,454,,,اللجنه النقابية بشركة طرق وكبارى قنا,بنك مصر,إيرادات من الجان الشركات والهيئات,870.9,
2022-02-28,455,,,اللجنه النقابية بشركة المصرية للخرسانة سابقة الاجهاد,بنك مصر,إيرادات من الجان الشركات والهيئات,487.8,
2022-02-28,456,,,اللجنه النقابية بشركة العربية للخزف - اراسمكو,بنك مصر,إيرادات من الجان الشركات والهيئات,9486,
2022-02-28,457,,,اللجنه النقابية بشركة طرق ونقل الخارجة الوادى الجديد,بنك مصر,إيرادات من الجان الشركات والهيئات,546.9,
2022-02-28,458,,,اللجنه النقابية بشركة بمديرية طرق ونقل الجيزة,بنك مصر,إيرادات من الجان الشركات والهيئات,807,
2022-02-28,459,,,اللجنه النقابية بشركة مصر الجديدة للاسكان والتعمير,بنك مصر,إيرادات من الجان الشركات والهيئات,3342.6,
2022-02-28,460,,,اللجنه النقابية بشركة مصر الجديدة للاسكان والتعمير,بنك مصر,إيرادات من الجان الشركات والهيئات,3323.7,
2022-02-28,461,,,اللجنه النقابية بشركة مصر الجديدة للاسكان والتعمير,بنك مصر,إيرادات من الجان الشركات والهيئات,3334.5,
2022-02-28,462,,,اللجنه النقابية بشركة مصر الجديدة للاسكان والتعمير,بنك مصر,إيرادات من الجان الشركات والهيئات,3326.4,
2022-02-28,463,,,اللجنه النقابية بشركة مصر الجديدة للاسكان والتعمير,بنك مصر,إيرادات من الجان الشركات والهيئات,3318.3,
2022-02-28,464,,,اللجنة النقابية بشركة لافارج اسمنت مصر,بنك مصر,إيرادات من الجان الشركات والهيئات,756,
2022-02-28,465,,,مصروفات بنكية كشف حساب بنك التنمية,بنكية,بنك العمال 1,50,
2022-02-28,466,,,فائدة محوله من قرض المؤسسة الثقافية,المؤسسة الثقافية,بنك العمال 1,8288,
2022-02-28,467,,,عموله على الفائدة,المؤسسة الثقافية,بنك العمال 1,1998,
2022-02-28,468,,,مصروفات بنكية كشف حساب بنك مصر,بنكية,بنك مصر,444.95,
2022-02-28,469,,,إيداع تسوية فرق  سفر جنيف,بنك مصر,إيرادات سنوات سابقة,1824,
2022-02-28,470,,,إيداع أقساط قروض العاملين بمركز التدريب,بنك مصر,أقساط قروض بنك التنمية لبعض العاملين,4008,
2022-02-28,471,,,اللجنة المهنية – بأجا - حصة الاتحاد,بنك مصر,الاتحاد العام,2347,
2022-02-28,472,,,اللجنة المهنية – بأجا - حصة النقابة,بنك مصر,إيرادات من اللجان المهنية,9864,
2022-02-28,473,,,اللجنة المهنية – بأجا - دعم التثقيف,بنك مصر,الإيرادات من دعم التثقيف,2046,
2022-02-28,474,,,اللجنة المهنية- بالزقازيق - حصة النقابة,بنك مصر,إيرادات من اللجان المهنية,13850,
2022-02-28,475,,,اللجنة المهنية – بابو كبير (  2700 حصة - 750 مطبوعات - 900 الاتحاد - 900 دعم,بنك مصر,,5250,
2022-02-28,475,,,اللجنة المهنية – بابو كبير (  2700 حصة - 750 مطبوعات - 900 الاتحاد - 900 دعم,,إيرادات من اللجان المهنية,2700,
2022-02-28,475,,,اللجنة المهنية – بابو كبير (  2700 حصة - 750 مطبوعات - 900 الاتحاد - 900 دعم,,الإيرادات من المطبوعات,900,
2022-02-28,475,,,اللجنة المهنية – بابو كبير (  2700 حصة - 750 مطبوعات - 900 الاتحاد - 900 دعم,,الإيرادات من دعم التثقيف,750,
2022-02-28,475,,,اللجنة المهنية – بابو كبير (  2700 حصة - 750 مطبوعات - 900 الاتحاد - 900 دعم,,الاتحاد العام,900,
2022-02-28,476,,,ايرادات شئون عضوية بالمنصورة,بنك مصر,إيرادات مكاتب شئون العضوية,6000,
2022-02-28,477,,,ايرادات شئون عضوية بالعريش,بنك مصر,إيرادات مكاتب شئون العضوية,840,
2022-02-28,478,,,ايرادات شئون عضوية بطنطا,بنك مصر,إيرادات مكاتب شئون العضوية,4300,
2022-02-28,479,,,ايرادات شئون عضوية بطنطا,بنك مصر,إيرادات مكاتب شئون العضوية,4300,
2022-02-28,480,,,ايرادات شئون عضوية بطنطا,بنك مصر,إيرادات مكاتب شئون العضوية,4300,
2022-02-28,481,,,ايرادات شئون عضوية بالمنيا,بنك مصر,إيرادات مكاتب شئون العضوية,4300,
2022-02-28,482,,,ايرادات شئون عضوية باسيوط,بنك العمال 1,إيرادات مكاتب شئون العضوية,27000,
2022-02-28,483,,,ايرادات شئون عضوية بزفتى 2000+2000,بنك مصر,إيرادات مكاتب شئون العضوية,4000,
2022-02-28,484,,,ايرادات شئون عضوية بكفر صقر,بنك مصر,إيرادات مكاتب شئون العضوية,3400,
2022-02-28,485,,,ايرادات شئون عضوية بأشمون,بنك مصر,إيرادات مكاتب شئون العضوية,8560,
2022-02-28,486,,,ايرادات شئون عضوية بكفر الشيخ,بنك مصر,إيرادات مكاتب شئون العضوية,520,
2022-02-28,487,,,ايرادات شئون عضوية بشبرا الخيمة,بنك مصر,إيرادات مكاتب شئون العضوية,2000,
2022-02-28,488,,,ايرادات شئون عضوية بفرشوط,بنك مصر,إيرادات مكاتب شئون العضوية,1000,
2022-02-28,489,,,ايرادات شئون عضوية بالمنزلة 800+920,بنك مصر,إيرادات مكاتب شئون العضوية,1720,
2022-02-28,490,,,ايرادات شئون عضوية بقليوب,بنك مصر,إيرادات مكاتب شئون العضوية,3920,
2022-02-28,491,,,ايرادات شئون عضوية بقليوب,بنك مصر,إيرادات مكاتب شئون العضوية,3320,
2022-02-28,492,,,ايرادات شئون عضوية بالسويس,بنك مصر,إيرادات مكاتب شئون العضوية,2000,
2022-02-28,493,,,ايرادات شئون عضوية بالمنصورة ( ب )16500+3500+5000+10000+4000+6000,بنك مصر,إيرادات مكاتب شئون العضوية,45000,
2022-02-28,494,,,ايرادات شئون عضوية السادس من اكتوبر,بنك مصر,إيرادات مكاتب شئون العضوية,2200,
2022-02-28,495,,,ايرادات شئون عضوية بورسعيد,بنك مصر,إيرادات مكاتب شئون العضوية,4510,
2022-02-28,496,,,ايرادات شئون عضوية بورسعيد,بنك مصر,إيرادات مكاتب شئون العضوية,333.5,
2022-02-28,497,,,ايرادات شئون عضوية بشربين 14000+2000,بنك مصر,إيرادات مكاتب شئون العضوية,16000,
2022-02-28,498,,,ايرادات شئون عضوية السنبلاوين,بنك مصر,إيرادات مكاتب شئون العضوية,10680,
2022-02-28,499,,,ايرادات شئون عضوية الجيزة,بنك مصر,إيرادات مكاتب شئون العضوية,4320,
2022-02-28,500,,,ايرادات شئون عضوية الجيزة,بنك مصر,إيرادات مكاتب شئون العضوية,3280,
2022-02-28,501,,,ايرادات شئون عضوية - قنا,بنك العمال 1,إيرادات مكاتب شئون العضوية,12150,
2022-02-28,502,,,ايرادات شئون عضوية - دسوق,بنك مصر,إيرادات مكاتب شئون العضوية,9600,
2022-02-28,503,,,ايرادات شئون عضوية - ارمنت,بنك مصر,إيرادات مكاتب شئون العضوية,10000,
2022-02-28,504,,,ايرادات شئون عضوية القاهرة الكبرى,بنك مصر,إيرادات مكاتب شئون العضوية,1160,
2022-02-28,505,,,ايرادات شئون عضوية طامية,بنك مصر,إيرادات مكاتب شئون العضوية,24000,
2022-02-28,506,,,مكاتب شئون عضوية الحامول,بنك مصر,إيرادات مكاتب شئون العضوية,5600,
2022-02-28,507,,,اللجنة الادارية بمنية النصر,بنك مصر,إيرادات مكاتب شئون العضوية,20000,
2022-02-28,508,,,ايرادات متنوعة,بنك مصر,الإيرادات المتنوعة,710,
2022-02-28,509,,,اللجنة الادارية بنى عبيد,بنك مصر,إيرادات مكاتب شئون العضوية,4000,
2022-02-28,510,,,سداد التأمينات الاجتماعية,التأمينات الاجتماعية,بنك العمال 1,85945,
2022-02-01,511,,,عموله اذون خزانة,أذون الخزانة,بنك مصر,500,
2022-02-01,512,,,ضرائب اذون خزانة,أذون الخزانة,بنك مصر,14256,
2022-02-01,513,,,استحقاق اذون خزانة,بنك مصر,أذون الخزانة,1000000,
2022-02-28,514,,,مصروفات تحويل  سداد التأمينات الاجتماعية,بنكية,بنك العمال 1,318.86,
2022-02-02,515,,,اللجنه النقابية بشركة أسمنت بنى سويف,بنك العمال 1,إيرادات من الجان الشركات والهيئات,413.1,
2022-02-03,516,,,اللجنه النقابية بشركة الجيزة العامة للمقاولات,بنك العمال 1,إيرادات من الجان الشركات والهيئات,3204.9,
2022-02-04,517,,,تحويل لحساب مشروع تحسين فرص التشغيل,جهاز مشروعات أسيوط,بنك العمال 1,50000,
2022-03-01,518,65718587,,سمير السيد أحمد احمد بدلات سفر وانتقالات لاعضاء مجلس الادارة لحضور اجتماع المجلس,مدينون متنوعون,بنك مصر,5850,
2022-03-01,519,65718588,,دعاء حسين رمضان رمضان عهده لحسن التسويه تحت حساب شراء فرش لمكتب بنى سويف,مدينون متنوعون,بنك مصر,25000,
2022-03-02,520,65718589,,احمد نعمان محمد  محمد ( مصروفات مكتب المنصورة1 ),مدينون متنوعون,بنك مصر,4930,
2022-03-03,521,65718590,,منصور عبد اللطيف عبد الله,مدينون متنوعون,بنك مصر,3350,
2022-03-04,522,65718591,,رضا ابو عجيله مكافاة ومصروفات وايرادات مكتبى مطوبس والحامول بكفر الشيخ,مدينون متنوعون,بنك مصر,6910,
2022-03-05,523,65718592,,نجوى ابراهيم عبده مرتبات ومصروفات مكتب دسوق بكفر الشيخ,مكاتب شئون العضوية,بنك مصر,3443,
2022-03-06,524,4394,,سمير السيد أحمد - وجبات غذائية,مدينون متنوعون,بنك العمال 1,26450,
2022-03-07,525,4395,,جيهان موسى محمد الشجاعى محمد السجاعى محمد ( مصروفات مكتب مينا القمح ),مدينون متنوعون,بنك العمال 1,9560,
2022-03-08,526,4396,,اسماء عبد المنعم فراج فراج     مكتب المنيا,مدينون متنوعون,بنك العمال 1,13450,
2022-03-01,527,4397,,الاتحاد العام لنقابات عمال مصر تحت حساب الاشتراكات المستقبلية من اللجان,الاتحاد العام,بنك العمال 1,50000,
2022-03-01,528,65718593,,عبد الناصر بكر احمد بدل سفر وانتقالات وجهود السائق,بدل سفر وانتقال,بنك مصر,4895,
2022-03-01,529,65718594,,حنان عاطف محمود طاهر استعاضة الادوية,علاج ومستلزمات طبية,بنك مصر,2435.4,
2022-03-01,530,65718595,,ماضى تمام عبد العزيز مصروفات مكتب فرشوط,مدينون متنوعون,بنك مصر,5513,
2022-03-01,531,65718596,,محمد عواد محمد شركة النيل العامة لانشاء الطرق شراء هدايا عيد الام,مناسبات متنوعة,بنك مصر,35000,
2022-03-01,532,65718597,,محمد مصطفى رمضان مكتب دمنهور,مدينون متنوعون,بنك مصر,5850,
2022-03-01,533,65718598,,السيد عبد المجيد العماوى مصروفات المكتب + اعانات شهر فبراير 2022 مكتب كفر الشيخ,مكاتب شئون العضوية,بنك مصر,2160,
2022-03-01,534,65718599,,الشاذلى على محمد الشاذلى مصروفات المكتب ومكافاة رئيس المكتب ( مكتب السادات ),مكاتب شئون العضوية,بنك مصر,2975,
2022-03-01,535,65718600,,عبد الرحيم محمد مدنى مصروفات المكتب من شهر يونيه وحتى ديسمبر 2021 مكتب ابو تشت,مكاتب شئون العضوية,بنك مصر,17600,
2022-03-01,536,65718601,,محمد رافت عبد القوى عبد ربه وجبات غذائية ومشروبات لاعضاء مجلس الادارة,مدينون متنوعون,بنك مصر,33420,
2022-03-01,537,65718602,,محمود احمد مكى مصروفات المكتب ومكافاة رئيس المكتب من شهر يوليو وحتى ديسمبر 2021 مكتب ارمنت,مكاتب شئون العضوية,بنك مصر,8400,
2022-03-01,538,65718603,,محمود محمد محمد عطيه نشر واعلان جريدة مصر الغد,اعلانات,بنك مصر,4850,
2022-03-01,539,65718604,,طارق سيد على خلاف على خلاف مصروفات السيارة توسان رقم 564,السيارة,بنك مصر,3705,
2022-03-01,540,65718605,,طارق سيد على خلاف على خلاف عهدة للسيارة سولارس رقم 569,مدينون متنوعون,بنك مصر,3500,
2022-03-01,541,65718606,,سمير السيد أحمد احمد مكافاة العاملين بالمؤسسة الاجتماعية العمالية للتجهيز لاعمال الجمعية العمومية للنقابة العامة,مكافأت وبدل العمل أيام الاجازات الرسمية,بنك مصر,5600,
2022-03-01,542,65718607,,عماد الدين محمد مبروك عهده شراء احبار لاعمال الجمعية العمومية,مدينون متنوعون,بنك مصر,3000,
2022-03-01,543,65718608,,سمير السيد أحمد احمد بدل عمل يوم السبت لبعض الموظفين + سداد فواتير التليفونات الارضى للنقابة العامة,تليفون,,1156.5,
2022-03-01,543,65718608,,سمير السيد أحمد احمد بدل عمل يوم السبت لبعض الموظفين + سداد فواتير التليفونات الارضى للنقابة العامة,مكافأت وبدل العمل أيام الاجازات الرسمية,,500,
2022-03-01,543,65718608,,سمير السيد أحمد احمد بدل عمل يوم السبت لبعض الموظفين + سداد فواتير التليفونات الارضى للنقابة العامة,,بنك مصر,1656.5,
2022-03-01,544,65718609,,ايمن عبد العزيز عبد الله مصروفات الشئون القانونية,مصاريف محاماة,بنك مصر,6255,
2022-03-01,545,65718610,,كريم ابراهيم عبد الحميد استعاضة مصروفات لشراء ادوات كتابية وحافظات,مستلزمات مكتب رئيس مجلس الإدارة,بنك مصر,7723.4,
2022-03-02,546,65718611,,مسعد صالح جاد مصروفات مكتب المنصورة 2,مدينون متنوعون,بنك مصر,18040,
2022-03-03,547,65718612,,جميل عبد الهادى ابو سعده مصروفات المكتب اشمون,مدينون متنوعون,بنك مصر,6250,
2022-03-04,548,65718613,,احمد محمد مصطفى عبد الباقى مصرووفات مكاتب الفيوم,مدينون متنوعون,بنك مصر,18800,
2022-03-05,549,65718614,,سهيلة عبد الحكيم     مصروفات مكتب ابوحماد,مدينون متنوعون,بنك مصر,6000,
2022-03-06,550,65718615,,طه رمضان حجازى مصروفات مكتب الجيزة,مكاتب شئون العضوية,بنك مصر,912,
2022-03-01,551,4398,,مؤسسة دار الهلال الصحفية نشر واعلان,اعلانات,بنك العمال 1,3330,
2022-03-01,552,4399,,سمير السيد أحمد احمد عهده لحين التسويه لشراء لتوفير هدايا عينية بمناسبة شهر رمضان المعظم 1443 هـ / 2022م ( سمن + زيت ),مدينون متنوعون,بنك العمال 1,50000,
2022-03-01,553,4400,,سمير السيد أحمد احمد عهده لحين التسويه,مدينون متنوعون,بنك العمال 1,35000,
2022-03-01,554,4401,,دار اخبار اليوم نشر واعلان الجمعية العمومية للنقابة العامة,اعلانات,بنك العمال 1,7575.5,
2022-03-01,555,4402,,حسنين ابراهيم حسنين تسويه عهده حضور ورشه تدريبية بلبنان الخاصة بأمينه لجنه المراة,نشاط اجتماعى وثقافى,,4576,
2022-03-01,555,4402,,حسنين ابراهيم حسنين تسويه عهده حضور ورشه تدريبية بلبنان الخاصة بأمينه لجنه المراة,مرتبات ومكافأة شاملة,,2000,
2022-03-01,555,4402,,حسنين ابراهيم حسنين تسويه عهده حضور ورشه تدريبية بلبنان الخاصة بأمينه لجنه المراة,,بنك العمال 1,576,
2022-03-01,555,4402,,حسنين ابراهيم حسنين تسويه عهده حضور ورشه تدريبية بلبنان الخاصة بأمينه لجنه المراة,,مدينون متنوعون,6000,
2022-03-01,556,4403,,هانى عبد الفتاح محمد عبد المللك محمد عهده لسداد فواتير المياة والكهرباء الخاصه بعمارة النقابة العامة بالمعادى,عمارة المعادى,بنك العمال 1,10000,
2022-03-01,557,4404,,حسنين ابراهيم حسنين تسويه عهده استضافة وفد الاتحاد الدولى وعدد من رؤساء وممثلى النقابات لحضور الجمعية العمومية + مكافاة جهود,نشاط اجتماعى وثقافى,,46536.72,
2022-03-01,557,4404,,حسنين ابراهيم حسنين تسويه عهده استضافة وفد الاتحاد الدولى وعدد من رؤساء وممثلى النقابات لحضور الجمعية العمومية + مكافاة جهود,,بنك العمال 1,6536.72,
2022-03-01,557,4404,,حسنين ابراهيم حسنين تسويه عهده استضافة وفد الاتحاد الدولى وعدد من رؤساء وممثلى النقابات لحضور الجمعية العمومية + مكافاة جهود,,مدينون متنوعون,40000,
2022-03-01,558,65718616,,سمير السيد أحمد احمد عهدة لحين التسويه لشراء ياميش رمضان 1443هـ / 2022 م,مدينون متنوعون,بنك مصر,50000,
2022-03-01,559,4405,,سمير السيد أحمد احمد عهدة لحين التسويه لشراء ياميش رمضان 1443هـ / 2022 م,مدينون متنوعون,بنك العمال 1,35000,
2022-03-01,560,4406,,عبد الحميد حسن عبد العزيز  (      مصروفات مكتب بورسعيد,مدينون متنوعون,بنك العمال 1,9535,
2022-03-01,561,4407,,ناديه محمد ابو القاسم مصروفات مكتب اسوان,مدينون متنوعون,بنك العمال 1,30000,
2022-03-01,562,4408,,صالح محمد نسيم بدل بدل لجان وتسويات وديه الفترة من سبتمبر 2021 وحتى مارس 2022,لجان ثلاثية,بنك العمال 1,1400,
2022-03-01,563,65718617,,طارق سيد على خلاف على خلاف مصروفات السيارة البيجو 508 رقم 236 + اكراميات,السيارة,بنك مصر,3025.25,
2022-03-01,564,65718618,,طارق بدوى محمود مصروفات المكتب + بدل سفر وانتقالات + مكافاة شهر فبراير 2022,مكاتب شئون العضوية,بنك مصر,6800,
2022-03-01,565,65718619,,احمد هشام السيد على الطحان عهدة لحين التسويه لعقد اجتماع مع ادارة شركة لافارج للاسمنت واللجنة النقابة بمركز تدريب النقابة العامة,مدينون متنوعون,بنك مصر,8000,
2022-03-01,566,65718620,,احمد هشام السيد على الطحان مصروفات السيارة هونداى سولارس رقم 569,السيارة,بنك مصر,3083,
2022-03-01,567,65718621,,طارق سيد على خلاف على خلاف عهدة لحين التسويه للسيارة هونداى توسان رقم 564,مدينون متنوعون,بنك مصر,6000,
2022-03-01,568,65718622,,احمد هشام السيد على الطحان تسويه عهد اجتماع مع ادارة شركة لافارج للاسمنت واللجنة النقابة بمركز تدريب النقابة العامة,مصاريف اجتماعات,,9136.11,
2022-03-01,568,65718622,,احمد هشام السيد على الطحان تسويه عهد اجتماع مع ادارة شركة لافارج للاسمنت واللجنة النقابة بمركز تدريب النقابة العامة,,بنك مصر,1046.25,
2022-03-01,568,65718622,,احمد هشام السيد على الطحان تسويه عهد اجتماع مع ادارة شركة لافارج للاسمنت واللجنة النقابة بمركز تدريب النقابة العامة,,مدينون متنوعون,8000,
2022-03-01,568,65718622,,احمد هشام السيد على الطحان تسويه عهد اجتماع مع ادارة شركة لافارج للاسمنت واللجنة النقابة بمركز تدريب النقابة العامة,,ضرائب الخصم والاضافة,89.86,
2022-03-01,569,65718624,,طارق سيد على خلاف على خلاف تسويه عهده صيانه السيارة هونداى توسان رقم 564,السيارة,,6410.27,
2022-03-01,569,65718624,,طارق سيد على خلاف على خلاف تسويه عهده صيانه السيارة هونداى توسان رقم 564,,بنك مصر,356.86,
2022-03-01,569,65718624,,طارق سيد على خلاف على خلاف تسويه عهده صيانه السيارة هونداى توسان رقم 564,,مدينون متنوعون,6000,
2022-03-01,569,65718624,,طارق سيد على خلاف على خلاف تسويه عهده صيانه السيارة هونداى توسان رقم 564,,ضرائب الخصم والاضافة,53.41,
2022-03-01,570,65718625,,محمد محمد حسن بدل سفر وانتقال للمرور على لجان المحمودية و كفر الشيخ للمراجعه والتفتيش,بدل سفر وانتقال,بنك مصر,4440,
2022-03-01,571,65718626,,جابر حنفى محمود بدل حضور لجان وتسويات خلال شهر فبراير 2022,لجان ثلاثية,بنك مصر,350,
2022-03-01,572,65718627,,هشام مصطفى محمد عبد المعطى محمد عهده لحين التسويه للسفر لمرسى مطروح لاعمال الصيانة الخاصة بالمصيف,مدينون متنوعون,بنك مصر,7000,
2022-03-01,573,65718628,,عاطف آبا زيد مرسى استعاضة المصروفات الادارية,مصروفات إدارية المقر الرئيسى,بنك مصر,6355,
2022-03-01,574,65718629,,سمير السيد أحمد احمد بدل عمل يوم السبت لبعض الموظفين,مكافأت وبدل العمل أيام الاجازات الرسمية,بنك مصر,300,
2022-03-01,575,65718630,,عاطف عبد النظير عبد الشافى مصروفات مكتب دار السلام بسوهاج من يناير وحتى مارس 2022,مكاتب شئون العضوية,بنك مصر,1850,
2022-03-01,576,65718631,,طارق عراقى محمد جاد مصروفات واعانات اللجنة الادارية بالهيئة العامة للطرق والكبارى بالزقازيق,حصص اللجان النقابية بالشركات من الاشتركات,بنك مصر,1450,
2022-03-01,577,65718632,,كريم ابراهيم عبد الحميد عهدة لحين التسويه لشراء تابلت,مدينون متنوعون,بنك مصر,4000,
2022-03-01,578,4409,,حسنين ابراهيم حسنين عهده لحين التسويه لاستضافة وفد الاتحاد المهنى لنقابات عمالد البناء والاخشاب بسريا الفترة من 19-28 مارس 2022,مدينون متنوعون,بنك العمال 1,35000,
2022-03-01,579,4410,,فندق هوليداى ان ستى ستارز قيمه استضافة وفود عربيه ودوليه لحضور الجمعية العمومية للنقابة العامة الفترة من 1-4 مارس 2022,نشاط اجتماعى وثقافى,,32521.93,
2022-03-01,579,4410,,فندق هوليداى ان ستى ستارز قيمه استضافة وفود عربيه ودوليه لحضور الجمعية العمومية للنقابة العامة الفترة من 1-4 مارس 2022,,بنك العمال 1,31546.27,
2022-03-01,579,4410,,فندق هوليداى ان ستى ستارز قيمه استضافة وفود عربيه ودوليه لحضور الجمعية العمومية للنقابة العامة الفترة من 1-4 مارس 2022,,ضرائب الخصم والاضافة,975.66,
2022-03-01,580,65718633,,طارق سيد على خلاف على خلاف مصروفات السيارات رقم 564 ، 236 + العمل بعد مواعيد العمل الرسمية,السيارة,بنك مصر,6325,
2022-03-01,581,65718634,,ايمن عبد العزيز عبد الله مصروفات الشئون القانونية,علاج ومستلزمات طبية,بنك مصر,7500,
2022-03-01,582,4411,,إبراهيم محمد محمود غلوش مصروفات مكتب عضوية طنطا,مدينون متنوعون,بنك العمال 1,6779.5,
2022-03-01,583,تسوية,,كريم ابراهيم عبد الحميد تسويه عهده شراء تابلت و خط تليفون,أجهزة الكترونية وكهربائية,مدينون متنوعون,4000,
2022-03-01,584,65718636,,كريم ابراهيم عبد الحميد عهده شراء مستلزمات طبيه كمامات وكحول,مدينون متنوعون,بنك مصر,13250,
2022-03-01,585,65718637,,محمد محمد حسن بدل سفر وانتقال للمرور على مكتب كفر الشيخ للمراجعه والتفتيش,بدل سفر وانتقال,بنك مصر,1140,
2022-03-01,586,65718638,,عاطف آبا زيد مرسى استعاضة المصروفات الادارية,مصروفات إدارية المقر الرئيسى,بنك مصر,3849,
2022-03-01,587,65718639,,هشام مصطفى محمد عبد المعطى محمد تسويه عهده السفر لمرسى مطروح لاعمال الصيانة الخاصة بالمصيف + مكافة جهود,مصروفات مصيف مطروح,,9715,
2022-03-01,587,65718639,,هشام مصطفى محمد عبد المعطى محمد تسويه عهده السفر لمرسى مطروح لاعمال الصيانة الخاصة بالمصيف + مكافة جهود,,بنك مصر,2715,
2022-03-01,587,65718639,,هشام مصطفى محمد عبد المعطى محمد تسويه عهده السفر لمرسى مطروح لاعمال الصيانة الخاصة بالمصيف + مكافة جهود,,مدينون متنوعون,7000,
2022-03-01,588,65718640,,طارق ابراهيم سليمان بدل سفر وانتقال وجهود للسفر الى مصيف جمصه للمعاينة لعمل الصيانه السنوية للمصيف,مصروفات مصيف جمصة,بنك مصر,6695,
2022-03-01,589,65718641,,مجلة العمل قيمه نشر واعلان,اعلانات,بنك مصر,8000,
2022-03-01,590,65718642,,حسن محمد على دياب بدل سفر وانتقالات واعداد ميزانيات اللجان النقابية التابعة للنقابة العامة عن العام 2021,حصص اللجان النقابية بالشركات من الاشتركات,بنك مصر,5265,
2022-03-01,591,65718643,,حنان عاطف محمود طاهر استعاضة الادوية,علاج ومستلزمات طبية,بنك مصر,2185,
2022-03-01,592,65718644,,محمد محمد حسن استعاضة مجمع اللجان بالاسكندرية,بدل سفر وانتقال,بنك مصر,489.7,
2022-03-01,593,65718645,,احمد هشام السيد على الطحان مصروفات اجتماع رئيس الاتحاد العام وبعض رؤساء النقابات العامة ورئيس النقابة العامة للبناء بنادى التجديف للمقاولون العرب,مصاريف اجتماعات,بنك مصر,4501,
